nd,nf,la,ld,ndev,nuc,contains_bug
2,12,38,2,1,16,0
1,1,1,1,20,61,0
1,1,27,28,20,60,0
3,3,93,1,20,356,1
4,5,114,5,20,486,1
1,1,1,6,20,57,0
1,1,17,11,20,56,0
1,1,1,1,19,117,0
4,6,12,200,20,225,0
1,1,0,13,20,14,0
1,1,11,10,20,55,0
2,2,61,8,20,77,1
1,1,1,1,20,188,0
1,1,1,1,20,187,0
1,1,1,1,20,186,0
1,1,1,0,19,26,0
1,1,1,1,20,185,0
1,1,0,2,20,34,0
5,28,1016,295,1,12,1
1,1,12,1,19,55,0
1,1,2,0,19,54,0
1,1,2,0,19,90,0
1,1,2,0,19,62,0
3,3,13,12,19,237,0
2,2,23,0,19,91,0
1,1,5,1,20,32,0
1,1,2,0,19,92,0
1,1,1,1,19,115,0
2,2,7,0,19,147,0
63,63,66,0,19,3572,0
1,1,1,6,20,31,0
1,1,0,1,19,210,0
1,1,2,2,19,30,0
1,1,2,2,19,209,0
2,3,4,1,20,275,0
1,1,4,1,20,295,1
1,1,1,1,20,183,0
1,1,10,7,20,30,1
3,3,8,0,19,190,0
2,2,2,2,20,231,0
3,3,4,4,20,258,1
10,27,48,51,20,1162,0
1,1,19,1,20,27,0
1,1,0,56,20,27,0
3,3,5,0,19,153,0
1,1,2,0,19,106,0
54,54,55,0,19,2496,0
12,12,35,0,19,1107,0
54,54,0,54,19,3324,0
1,1,13,2,19,36,0
9,11,112,69,20,672,1
1,1,17,2,1,1,0
4,4,15,1,19,220,0
2,2,5,1,19,139,0
1,1,1,1,19,124,0
1,1,2,0,19,123,0
9,25,405,235,20,1362,1
1,1,20,11,20,125,0
5,18,913,0,1,0,0
1,1,2,0,19,35,0
18,18,37,0,19,1592,0
2,2,4,0,19,83,0
1,1,2,0,19,49,0
1,1,1,1,20,174,0
1,1,1,1,20,248,0
1,1,1,1,20,173,0
3,3,158,39,19,229,0
2,2,38,9,19,114,0
5,7,62,21,20,525,1
5,5,1280,1296,20,260,0
1,1,6,1,20,73,1
5,5,119,6,20,419,1
1,1,33,0,1,0,0
39,199,646,302,20,4084,1
21,84,363,396,19,2616,1
1,1,1,1,19,169,0
1,1,2,2,19,91,0
1,1,1,0,19,32,0
1,1,19,15,19,121,0
1,1,1,0,19,109,0
2,2,3,0,19,154,0
2,2,2,0,19,177,0
1,1,1,0,19,87,0
12,12,20,0,19,965,0
3,3,28,0,19,140,0
1,1,6,2,19,45,1
2,2,3,1,19,131,0
2,4,72,191,19,225,0
4,4,5,3,19,399,0
16,16,16,1,19,1446,0
2,4,47,35,19,322,0
1,2,7,21,19,106,0
15,15,48,36,19,1100,0
3,6,177,201,19,421,0
1,1,20,0,1,0,0
2,3,46,7,19,308,0
4,7,139,57,19,835,0
1,1,1,1,19,106,0
1,1,6,0,1,0,0
3,5,52,34,19,598,0
2,2,6,1,19,158,0
2,2,15,3,19,124,0
0,0,0,0,0,0,1
2,3,56,16,19,161,0
3,3,7,3,19,259,0
3,3,14,11,19,172,0
1,1,10,4,19,150,0
4,4,63,35,19,290,0
4,5,66,68,19,842,1
1,1,40,0,19,23,0
1,1,105,0,1,0,1
2,2,22,15,19,297,1
1,1,19,12,19,135,0
1,1,14,3,19,21,0
2,2,20,3,19,112,0
3,3,11,3,19,241,0
3,3,7,5,19,227,0
1,1,1,1,19,162,0
3,3,20,4,19,289,0
1,1,4,2,19,42,0
43,43,92,0,19,2822,0
3,5,153,9,19,589,1
43,43,4,96,19,2779,0
43,43,2,92,19,2735,0
2,2,2,5,19,264,0
1,1,3,14,19,20,0
2,2,5,7,19,236,0
4,6,36,90,19,65,0
1,1,19,6,19,138,1
1,1,151,144,19,137,1
1,1,35,12,19,105,0
1,1,1,0,19,84,0
3,3,3,0,19,184,0
4,5,70,5,19,176,0
3,4,0,0,16,12,0
1,1,1,1,19,206,0
5,12,0,0,16,20,0
2,2,18,64,19,46,0
2,3,12,10,19,175,0
19,19,56,15,19,1504,0
1,1,2,2,19,111,0
2,2,2,39,19,135,1
1,2,19,16,19,13,0
1,1,6,0,19,59,0
1,1,2,2,1,5,0
1,1,1,2,1,4,0
1,1,173,0,1,0,0
1,1,1,1,1,2,0
1,1,1,1,1,3,0
2,2,5,0,20,11,0
2,15,617,0,1,14,0
2,4,139,129,19,150,1
1,2,66,12,19,9,0
2,3,39,39,19,168,0
1,1,2,2,19,205,0
4,7,108,144,19,332,1
1,1,1,1,19,97,0
1,1,1,1,19,159,0
1,2,241,200,19,69,1
3,4,84,33,19,442,1
1,1,3,2,19,2,0
3,4,44,27,19,196,1
7,9,311,111,19,796,1
5,7,991,991,19,75,1
2,2,22,3,19,120,0
1,1,11,0,19,87,1
1,1,6,0,19,86,0
6,9,29,18,19,733,0
4,6,1,31,19,430,0
1,1,12,9,16,17,0
1,1,1,1,19,158,0
3,3,4,1,19,180,0
2,14,415,0,1,0,0
3,3,2,2,19,38,0
3,3,42,51,19,278,1
7,8,12,35,19,342,1
3,5,46,1,19,371,0
8,14,45,58,19,1244,1
2,2,31,2,19,68,0
1,1,1,1,19,156,0
1,1,4,4,19,99,1
2,2,3,3,19,5,0
1,1,12,11,19,75,0
1,1,132,62,19,44,0
1,1,4,0,19,43,0
2,2,56,48,19,127,0
4,4,14,5,19,212,0
4,4,61,53,19,289,0
1,2,11,1,19,337,1
3,3,23,21,19,281,0
2,2,16,12,19,127,0
1,1,12,6,19,12,0
3,4,129,220,19,165,1
1,1,1,1,19,244,0
1,1,3,2,19,93,0
2,2,6,5,19,174,0
1,1,1,7,19,20,0
1,1,4,0,19,104,1
3,3,8,1,19,349,0
1,1,5,1,19,15,0
2,2,18,8,19,184,1
2,2,1,2,19,257,0
2,2,8,5,19,255,0
1,1,1,1,19,83,0
1,1,17,17,19,82,0
14,33,716,155,19,1396,1
5,5,22,2,19,305,0
1,1,24,0,19,63,0
3,3,39,37,19,201,0
2,2,7,4,19,111,0
1,1,1,2,19,18,0
5,6,8,23,19,651,0
3,3,13,3,19,181,0
5,5,28,0,19,280,0
1,1,2,2,19,237,0
2,2,4,2,19,177,0
1,1,21,9,19,14,0
2,3,269,249,19,136,1
2,2,19,10,19,19,1
5,6,90,66,19,509,1
2,2,37,34,19,183,0
43,43,60,0,19,2631,0
1,2,25,8,19,289,1
1,1,4,0,19,44,0
1,1,2,1,19,8,0
2,2,14,0,19,72,0
2,2,2,1,19,253,0
2,2,17,0,19,10,0
2,2,24,0,19,74,0
2,2,7,0,19,146,0
1,1,8,0,19,41,0
1,1,1,0,19,90,0
3,3,4,4,19,150,0
3,3,40,20,19,336,0
2,2,64,47,19,131,0
1,1,1,1,19,41,0
1,1,1,6,19,81,0
3,3,54,37,19,190,1
1,1,3,0,16,5,0
6,6,54,1,19,251,0
1,1,5,2,19,96,0
1,1,13,6,19,80,0
3,3,100,36,19,170,1
3,3,52,8,19,162,0
3,3,6,0,19,270,0
1,1,3,3,19,95,1
1,1,2,0,19,76,0
2,2,4,0,19,194,0
10,10,49,21,19,803,0
1,2,200,176,19,138,1
1,1,1,1,16,4,0
1,1,17,32,19,56,1
30,30,1,58,19,2088,0
2,2,163,13,19,145,1
2,2,29,15,19,85,1
1,1,19,20,19,92,0
1,1,8,1,16,21,0
2,2,150,124,19,83,1
2,3,527,526,19,143,0
1,1,9,5,1,3,1
1,1,3,0,16,2,0
1,1,10,117,1,2,1
3,3,180,147,19,210,1
1,1,3,0,19,74,0
3,3,13,4,19,297,1
1,1,18,1,1,1,0
1,1,609,0,1,0,1
3,5,624,624,19,449,0
2,2,2,0,19,153,0
5,5,5,2,19,446,0
1,1,2,0,19,15,0
1,1,1,0,19,87,0
1,1,4,6,16,69,0
65,65,100,2,19,3060,0
66,66,189,67,19,3015,0
4,4,0,8,19,262,0
1,1,1,1,19,155,0
2,3,22,20,19,147,1
3,3,24,119,19,182,0
1,1,4,4,19,274,0
1,1,0,2,19,21,0
1,1,2,23,19,8,1
2,2,1,7,16,111,0
1,1,6,22,19,93,1
2,3,15,17,19,165,1
4,4,300,27,19,246,0
1,1,0,1,19,34,0
1,1,18,0,19,91,0
1,1,14,2,19,90,0
1,1,2,2,19,10,0
1,1,1,1,19,154,0
2,2,2,1,19,92,0
1,1,14,9,19,52,0
1,1,3,2,19,5,0
2,5,18,31,19,472,1
4,7,32,82,19,671,0
1,1,1,1,19,153,0
4,11,8,166,20,44,0
1,1,6,8,16,139,0
3,4,46,22,19,51,1
1,1,1,1,19,152,0
1,1,1,1,19,151,0
1,1,1,1,19,150,0
1,1,2,3,19,24,0
4,10,163,4,20,9,0
1,1,10,9,16,138,1
1,1,1,1,19,149,0
1,1,1,1,16,82,0
1,1,299,0,19,81,0
2,3,158,5,19,128,1
2,2,26,0,16,74,0
1,1,0,2,16,32,0
1,1,1,1,19,148,0
1,1,1,1,19,147,0
1,1,1,1,2,3,0
1,1,2,2,12,28,0
1,1,2,2,19,203,0
2,2,16,3,19,252,0
3,3,31,5,19,162,0
1,1,31,31,16,71,0
5,5,68,4,19,374,1
1,1,2,0,19,2,0
2,3,8,5,19,140,0
4,13,1,31,19,60,1
1,1,6,6,19,80,0
2,4,44,21,19,50,0
2,2,51,1,16,35,0
1,1,0,36,14,1,0
4,7,695,533,19,489,1
2,2,32,39,16,79,0
1,1,41,41,16,77,0
1,1,1,1,19,146,0
1,1,1,1,19,145,0
0,0,0,0,0,0,1
5,6,169,143,19,483,1
1,1,2,2,16,78,0
67,67,69,2,16,2937,0
1,1,6,6,16,75,0
3,3,62,9,19,337,1
1,1,8,21,16,266,1
3,3,21,7,19,335,1
1,1,11,2,16,265,1
3,3,29,19,16,191,0
2,2,106,49,16,302,1
2,2,12,12,16,143,0
1,1,2,2,7,3,0
3,3,11,5,16,175,0
4,4,20,13,16,268,0
4,4,7,1,16,290,0
1,1,135,12,16,262,1
1,1,10,2,16,261,0
10,10,20,0,16,767,0
1,1,2,4,19,9,1
4,5,30,124,19,169,1
1,1,6,0,16,62,0
1,1,19,2,16,263,1
1,1,11,2,16,260,0
1,1,9,0,16,70,0
3,3,6,17,16,116,0
3,3,28,7,16,23,0
1,1,5,1,16,7,0
1,2,2,1,19,153,0
1,1,1,1,19,2,0
3,3,100,20,16,250,1
1,1,7,0,16,73,0
1,1,21,16,16,13,0
1,1,8,0,16,42,0
5,5,172,146,16,532,1
2,2,11,4,16,246,0
4,4,7,74,19,68,0
3,3,75,69,16,72,1
2,2,9,22,16,244,0
2,2,76,68,16,69,1
1,1,10,0,16,59,0
2,2,6,30,17,49,0
2,2,74,66,19,38,1
0,0,0,0,0,0,1
1,1,7,0,16,65,0
7,7,81,2,16,475,0
1,1,34,20,16,2,1
2,2,8,0,16,142,0
1,1,5,6,16,93,1
11,11,71,0,16,763,0
1,1,66,0,16,64,1
107,107,218,0,16,3033,0
1,1,0,1,16,16,0
1,2,452,2,16,158,1
0,0,0,0,0,0,1
1,1,2,2,12,27,0
1,1,2,2,14,201,0
2,2,6,6,16,164,0
3,3,17,0,16,202,0
1,1,1,0,16,91,0
0,0,0,0,0,0,1
5,5,41,0,16,298,0
2,2,3,1,16,224,0
2,3,1,3,16,254,0
6,7,5,39,16,333,0
2,3,8,15,16,77,0
4,4,24,3,16,203,0
0,0,0,0,0,0,1
51,51,117,12,16,2495,0
2,3,25,59,16,87,1
2,2,0,4,16,130,0
29,29,7,29,16,1783,0
3,3,9,8,16,477,0
2,3,0,0,16,2,0
1,1,1,1,19,141,0
1,1,1,1,19,140,0
1,1,123,0,12,33,0
3,4,18,27,16,370,0
1,1,502,0,1,0,0
3,4,320,214,16,373,1
1,1,94,131,16,88,0
5,6,887,880,16,501,1
1,1,1,0,19,8,0
1,2,2,0,19,145,0
2,3,45,5,16,243,0
1,1,5,0,12,57,0
1,1,8,8,16,93,0
1,1,15,10,1,17,0
1,1,15,10,19,19,0
2,2,25,18,16,12,0
3,4,397,282,16,140,1
1,1,4,4,16,66,0
1,1,0,1,16,8,0
1,1,1,16,16,6,0
1,1,39,27,16,8,1
1,1,1,1,16,65,0
1,1,3,1,19,23,0
1,2,18,13,11,29,0
1,1,8,0,12,47,0
2,2,7,4,16,476,0
2,4,2,1,16,19,0
1,1,5,5,16,93,0
1,1,0,7,16,92,0
5,5,100,9,17,71,0
1,1,30,4,16,6,1
2,2,17,4,16,57,0
2,2,1,5,16,140,0
1,1,4,0,16,2,0
5,6,72,6,16,423,1
1,1,1,0,12,62,0
1,1,121,57,16,129,1
1,1,15,8,16,128,1
2,2,292,127,16,169,1
1,1,5,2,16,85,0
2,2,74,0,16,82,0
4,4,14,0,16,130,0
3,3,4,1,16,147,0
3,3,30,22,16,462,0
2,2,30,21,16,205,0
2,22,0,0,1,0,0
1,1,1,0,16,57,0
9,28,896,97,19,383,1
9,29,908,87,19,364,0
1,1,1,0,16,92,0
1,2,2,2,16,84,0
1,1,1,1,16,136,0
12,12,15,7,16,772,0
21,21,17,19,16,1268,0
1,1,0,29,16,79,0
2,2,5,1,12,62,0
5,6,48,5,16,328,0
1,1,15,0,12,41,0
1,1,12,0,12,64,0
1,1,4,0,12,66,0
7,7,26,0,16,151,0
1,1,1,1,16,31,0
1,2,14,14,16,80,0
2,2,102,19,16,75,1
1,1,1,1,14,30,0
1,1,1,1,16,219,0
1,1,1,1,14,29,0
1,1,1,0,16,218,0
3,3,26,0,12,175,0
1,2,4,3,16,20,0
1,1,7,12,16,74,0
1,1,0,1,16,73,0
1,1,2,2,16,3,0
1,1,3,3,16,72,0
1,1,60,28,16,71,0
4,4,20,10,16,271,0
11,11,43,1,16,744,0
1,1,32,9,15,2,1
2,2,3,0,12,92,0
4,9,193,262,16,208,1
1,1,2,2,12,26,0
1,1,1,1,16,216,0
1,1,2,2,14,200,0
3,3,3,0,12,192,0
4,7,77,51,16,114,0
3,7,32,32,16,490,0
3,3,56,73,16,237,1
1,1,1,1,16,135,0
4,4,25,6,12,258,0
3,3,43,3,16,171,0
3,3,26,21,12,147,0
4,9,304,172,16,249,1
4,4,81,29,16,618,1
3,4,27,17,16,420,1
1,1,43,14,16,64,1
1,1,6,6,16,213,0
4,7,220,32,16,362,0
0,0,0,0,0,0,1
1,1,1,0,12,89,0
1,1,127,0,1,0,0
7,7,162,1,16,765,0
9,9,28,0,12,571,0
21,21,8,36,12,1223,0
1,1,26,26,15,61,1
1,1,28,26,15,60,0
1,1,1,1,14,132,0
1,1,1,1,14,130,0
1,1,7,6,16,10,0
2,2,10,1,12,129,0
18,57,94,229,16,2276,1
2,2,7,3,16,51,0
2,2,12,14,16,20,0
2,2,57,30,16,18,0
45,45,91,1,12,2116,0
2,3,74,50,16,264,0
1,1,0,40,14,36,0
2,4,16,18,16,325,1
4,4,11,47,16,30,0
1,1,1,0,14,35,0
2,3,7,15,15,148,0
1,1,4,0,14,128,0
1,1,16,28,14,34,0
6,6,66,25,12,339,0
67,67,226,0,12,2506,0
37,37,1,73,12,1852,0
2,3,37,19,16,257,0
2,2,7,0,12,110,0
1,1,1,1,14,13,0
1,1,1,1,14,129,0
1,1,8,0,12,39,0
1,1,13,0,12,53,0
2,3,204,74,15,144,1
2,2,7,3,15,220,0
3,3,19,0,12,59,0
4,7,132,111,15,77,1
1,1,1,1,14,127,0
1,1,1,0,13,27,0
1,1,1,0,13,26,0
1,1,4,2,13,25,0
1,1,6,1,14,28,0
2,3,21,0,14,227,0
3,3,9,2,12,61,0
4,4,62,0,12,165,0
11,11,116,86,12,646,0
2,2,11,1,15,226,0
2,2,70,3,15,224,0
36,36,172,114,12,1757,0
1,1,1,1,14,126,0
2,2,5,4,15,216,0
1,1,15,0,12,8,0
2,2,92,112,15,84,1
2,2,9,1,15,214,0
2,3,10,1,15,367,0
3,3,46,5,15,454,1
2,2,169,148,15,82,1
4,5,51,11,15,434,1
2,2,51,27,15,6,0
2,2,196,1,14,125,0
2,2,4,0,12,102,0
2,2,15,0,12,79,0
4,4,63,14,12,127,0
2,2,72,9,12,80,0
2,2,26,2,12,27,0
2,2,35,0,12,75,0
2,2,10,5,12,77,0
1,1,44,2,15,4,0
3,7,149,537,15,434,1
2,5,149,200,14,149,0
4,4,35,0,12,144,0
2,3,160,279,14,62,1
3,3,68,2,12,38,0
1,1,11,0,12,4,0
8,8,24,0,12,319,0
1,1,15,14,12,57,0
9,9,9,0,12,494,0
6,7,1206,3,14,513,1
16,16,1,15,12,912,0
1,1,3,6,13,53,1
1,1,1,1,14,201,0
1,1,8,0,13,2,0
1,1,2,0,12,42,0
2,2,4,1,14,212,0
1,1,57,37,13,51,1
3,3,8,1,12,136,0
65,65,79,0,12,2292,0
1,1,5,3,14,57,0
2,3,1,189,14,58,0
2,3,179,6,13,68,1
3,5,375,0,1,0,1
9,9,9,0,12,533,0
1,1,1,0,12,34,0
1,1,113,5,13,50,1
4,4,0,347,14,233,0
1,1,13,4,14,33,0
1,1,1,1,14,199,0
1,1,1,1,14,124,0
1,1,3,8,13,54,0
1,1,11,36,13,53,0
1,1,42,8,13,52,0
2,2,11,1,12,108,0
2,2,152,32,14,32,1
1,1,17,9,14,31,0
2,2,29,25,14,57,1
3,3,2,21,14,253,0
1,1,1,0,12,54,0
2,2,81,6,14,53,0
3,3,37,2,14,248,0
1,1,12,2,13,51,0
1,1,2,1,12,54,0
1,1,1,1,14,123,0
3,3,11,10,14,441,0
1,1,20,0,12,34,0
1,1,3,3,12,79,0
2,2,7,6,12,103,0
3,5,0,0,13,8,0
63,63,103,0,12,2192,0
105,105,162,73,12,2297,0
3,5,9,17,14,393,0
1,1,8,0,12,51,0
2,2,1,9,13,57,0
2,3,6,4,13,102,1
4,4,26,0,12,161,0
3,5,15,11,14,572,0
2,2,6,6,13,57,1
3,3,15,0,6,3,0
3,3,25,0,12,163,0
16,16,187,13,12,701,0
2,2,15,0,12,43,0
4,5,29,4,14,561,0
1,1,1,2,14,8,0
1,1,1,1,14,121,0
44,44,1,423,12,1743,0
3,5,41,32,14,333,1
1,1,1,1,13,119,0
1,1,1,0,12,45,0
1,1,1,1,12,61,0
2,2,221,52,12,23,0
1,1,26,0,12,26,0
2,2,29,1,12,21,0
5,6,4,625,14,764,1
2,2,4,0,12,71,0
2,2,8,2,14,201,0
2,2,1,2,13,161,0
1,1,9,8,12,48,0
1,1,1,1,13,117,0
1,1,1,1,14,193,0
6,9,13,10,14,32,0
3,3,20,1,12,135,0
1,1,4,17,14,2,1
2,3,248,183,14,68,1
1,1,68,58,13,233,1
1,1,2,2,12,25,0
1,1,2,2,12,191,0
3,6,0,0,4,6,0
1,1,1,0,13,50,0
2,2,0,0,1,0,0
1,1,6,0,13,49,0
1,1,2,2,13,11,0
1,1,1,0,12,48,0
1,1,1,0,12,50,0
14,14,16,0,12,717,0
1,1,44,0,12,29,0
1,1,1,0,12,44,0
1,1,1,1,13,116,0
1,1,1,1,13,115,0
2,2,257,167,14,36,1
1,1,6,6,13,9,0
2,2,2,1,12,92,0
3,3,3,0,12,141,0
4,4,25,7,12,160,0
1,1,1,1,1,16,0
1,1,2,2,1,15,0
1,1,3,2,1,14,0
1,1,1,1,1,12,0
1,1,36,35,13,35,1
1,1,8,1,13,34,1
4,4,254,120,13,397,1
5,5,52,1,12,177,0
2,2,86,50,13,61,1
1,1,1,0,13,189,0
11,11,14,0,12,566,0
2,2,15,10,12,84,0
1,1,3,3,13,16,0
1,1,1,1,13,113,0
2,2,2,2,13,54,1
1,1,1,1,13,109,0
2,2,53,12,13,52,1
3,8,0,0,13,3,0
40,40,0,40,12,1548,0
5,6,47,6,13,262,1
3,3,16,1,13,125,0
1,1,5,0,13,78,0
2,2,9,1,13,53,0
1,1,1,1,13,187,0
1,1,80,80,12,46,0
2,2,77,9,12,75,0
1,1,7,0,12,41,0
1,1,1,1,13,107,0
3,3,15,0,12,132,0
1,1,2,2,12,37,0
5,5,13,24,13,318,0
2,3,0,3,13,221,0
1,1,1,1,13,105,0
1,1,5,0,12,26,0
2,2,5,4,13,335,1
3,6,0,0,4,18,0
6,7,21,23,13,599,1
4,5,16,12,13,359,1
1,1,1,1,13,101,0
1,1,0,21,13,59,0
4,5,16,30,13,268,0
1,1,1,1,12,71,0
2,3,3,66,13,219,0
1,1,2,0,13,41,0
7,10,167,99,13,718,1
1,1,10,10,12,70,0
4,4,50,11,12,110,0
1,1,1,1,13,96,0
2,2,6,1,13,134,0
2,2,6,4,13,132,0
2,2,0,6,13,231,0
2,2,8,1,13,150,1
2,2,17,1,12,75,0
6,6,91,15,12,236,0
3,3,0,7,13,113,0
2,2,2,2,13,98,0
5,5,68,1,12,185,0
6,9,73,27,13,625,1
2,2,36,3,13,110,1
2,2,11,1,13,130,0
2,2,24,9,12,98,0
6,6,89,0,12,253,0
1,1,0,9,13,68,0
2,2,4,4,12,214,0
3,5,184,140,13,184,1
1,1,0,2,12,1,0
10,10,66,0,12,475,0
54,54,27,244,12,1726,0
3,3,3,10,13,270,1
1,2,43,19,13,181,1
1,1,1,1,13,90,0
4,4,22,0,12,143,0
2,3,35,1,13,333,1
3,5,43,2,13,169,1
1,1,12,6,11,7,0
1,1,0,0,1,2,0
1,1,4,18,13,65,0
1,1,0,2,13,114,0
1,1,2,35,13,113,0
11,11,64,0,12,523,0
2,2,4,4,12,212,0
1,1,1,1,13,89,0
1,1,1,1,13,88,0
2,2,2,0,13,127,1
1,1,0,2,13,4,0
6,33,50,13,13,233,1
1,1,5,5,13,184,0
3,4,121,50,13,461,1
2,2,38,1,13,183,0
2,3,94,27,13,176,1
3,3,4,0,12,135,0
2,2,51,50,12,92,0
12,12,12,0,12,558,0
1,1,14,2,12,12,0
1,1,1,0,12,7,0
1,1,1,1,13,87,0
1,1,0,1,13,103,0
1,1,12,11,13,220,1
1,1,0,44,13,77,0
5,5,19,2,12,84,0
1,1,9,0,13,49,0
7,12,16,13,13,477,1
1,1,0,2,13,217,0
1,1,4,0,12,6,0
1,1,2,0,1,0,0
4,8,276,249,13,630,1
2,2,31,6,13,81,1
2,2,5,0,12,47,0
2,2,5,0,12,86,0
2,2,18,1,12,79,0
3,3,58,10,13,186,1
3,5,44,27,13,196,1
1,1,1,1,12,9,0
4,6,173,229,13,511,1
1,1,2,0,12,13,0
11,11,28,0,12,158,0
7,7,19,0,12,119,0
1,1,5,0,12,41,0
5,5,32,26,13,378,1
1,2,3,3,13,213,1
3,5,303,183,13,293,1
1,1,0,3,13,201,0
4,5,30,28,13,154,1
3,3,32,29,13,80,1
1,1,1,1,12,50,0
3,3,53,65,13,260,1
3,5,5,143,13,391,0
3,3,47,0,12,67,0
2,2,42,75,13,310,1
3,3,36,67,13,212,0
1,1,3,5,13,42,0
3,3,109,120,13,208,1
4,5,44,295,13,244,0
1,1,1,9,13,37,0
1,1,0,6,13,36,0
2,2,2,4,13,128,0
2,2,23,25,13,151,1
6,14,492,828,13,666,1
2,2,24,22,13,147,0
2,2,4,2,13,125,0
1,1,33,9,12,24,0
1,1,27,0,12,23,0
1,1,6,0,13,33,0
1,1,9,1,13,32,0
4,5,292,40,13,229,0
6,6,50,0,12,143,0
4,9,240,272,13,367,1
2,2,10,0,12,26,0
4,4,41,1,13,402,0
3,3,119,131,12,193,0
1,1,1,1,13,85,0
1,1,8,3,12,36,0
3,3,100,50,12,189,0
1,1,4,4,12,43,0
5,5,34,4,12,182,0
11,11,107,0,12,326,0
1,1,1,1,13,84,0
13,13,60,4,12,591,0
52,52,40,119,12,1563,0
1,1,3,3,13,29,0
1,1,1,0,12,38,0
4,4,89,67,13,243,0
2,2,36,31,12,86,0
1,1,8,0,12,30,0
1,1,0,4,12,27,0
1,1,10,0,12,39,0
1,1,1,1,12,37,0
1,1,5,5,12,40,0
4,4,19,6,12,198,0
2,2,8,0,12,84,0
8,8,40,0,12,332,0
1,1,8,6,12,26,0
1,1,1,1,12,25,0
36,36,0,88,12,1225,0
3,3,13,0,12,35,0
2,2,28,28,13,141,1
1,1,1,1,1,9,0
1,1,1,1,1,11,0
1,1,1,1,1,10,0
1,1,1,1,1,8,0
2,2,14,28,13,139,0
1,1,9,10,13,112,0
2,2,17,25,13,136,0
2,2,63,93,13,134,1
1,1,6,0,12,39,0
3,3,25,2,12,116,0
56,56,153,3,12,1520,0
1,1,13,4,13,22,1
6,8,412,392,13,468,1
2,2,7,2,13,58,0
64,64,0,317,12,1571,0
1,1,5,3,13,21,0
1,1,13,4,12,82,0
1,1,39,4,12,81,1
2,2,4,50,8,8,0
1,1,6,0,12,28,0
2,2,38,181,13,285,1
1,1,46,0,1,0,0
1,1,5,3,7,6,0
1,1,3,5,7,5,0
3,3,50,18,13,209,1
2,2,9,2,12,72,0
0,0,0,0,0,0,1
2,2,105,23,13,124,0
1,1,1,1,13,82,0
3,3,59,19,13,137,1
2,2,30,92,13,120,1
4,5,266,57,13,206,0
2,2,14,10,12,91,0
1,1,1,1,13,80,0
1,1,1,1,13,79,0
1,1,6,6,13,177,0
1,1,1,1,13,176,0
2,2,5,1,12,75,0
2,2,2,0,12,76,0
2,2,27,2,13,142,1
3,3,13,6,13,118,0
3,3,49,10,13,307,1
3,3,290,231,13,285,0
1,1,1,1,13,78,0
9,9,17,0,12,360,0
6,6,2,13,13,511,0
5,5,6,6,13,312,1
18,18,1,18,12,661,0
12,12,15,0,12,412,0
3,3,0,0,13,9,0
3,3,0,0,13,6,0
1,1,1,1,12,75,0
1,1,1,1,12,74,0
1,1,4,1,12,31,0
2,2,189,181,12,96,1
3,3,66,41,12,167,0
1,1,120,0,1,0,0
1,1,1,1,12,72,0
1,1,1,1,12,71,0
1,1,1,1,12,70,0
2,2,3,2,12,161,0
2,2,11,12,12,265,0
2,2,8,17,12,79,0
2,2,18,7,12,77,0
2,2,7,18,12,75,0
4,5,283,2,13,166,0
1,1,1,1,12,65,0
2,2,2,1,12,263,0
2,2,25,0,12,52,0
1,1,1,1,12,64,0
1,1,8,2,13,74,0
2,2,12,7,12,260,0
2,2,110,100,12,52,0
2,2,9,74,12,89,0
2,2,5,5,12,210,0
1,1,1,2,8,6,0
1,1,0,3,12,87,0
1,1,1,0,1,2,0
2,2,54,1,8,22,0
2,2,48,27,12,71,0
1,1,2,0,12,20,0
7,7,9,9,7,4,0
1,1,1,1,8,21,0
4,4,115,34,12,448,0
1,1,1,1,12,62,0
1,1,2,8,13,73,0
1,1,2,5,12,75,0
1,1,51,13,12,85,0
3,3,7,0,12,78,0
1,2,6,2,13,164,1
1,2,2,9,13,162,1
11,11,28,3,12,432,0
1,1,4,3,1,1,0
1,1,1,8,1,7,0
1,1,1,1,1,6,0
1,1,2,1,1,5,0
1,1,1,1,1,4,0
1,1,1,1,1,3,0
1,1,1,1,12,61,0
9,9,11,0,12,328,0
2,5,2,8,12,42,0
3,3,3,1,12,96,0
2,2,8,1,12,252,0
3,3,2,9,12,310,0
3,3,9,2,12,307,0
4,10,671,739,12,296,1
3,3,4,0,12,77,0
3,4,47,8,12,175,0
61,61,61,0,12,1389,0
2,2,3,2,12,72,0
5,7,305,156,12,337,0
2,2,18,3,12,2,0
2,4,318,12,12,16,0
1,1,1,1,12,57,0
2,2,43,46,12,111,1
3,3,21,0,12,85,0
4,7,826,24,12,291,1
1,1,14,0,12,8,0
1,1,16,0,11,4,0
3,3,26,6,12,84,0
1,1,49,0,12,12,0
4,4,30,2,12,101,0
5,5,116,9,12,237,1
1,1,1,0,12,37,0
4,4,8,0,12,110,0
2,2,2,2,12,243,0
3,3,19,0,12,81,0
1,1,2,2,11,19,0
5,5,29,0,12,116,0
1,1,1,1,12,187,0
3,4,24,5,12,428,1
2,3,0,3,12,369,0
35,35,50,0,12,980,0
1,1,2,1,12,184,0
1,1,10,6,12,1,0
35,35,50,34,12,929,0
3,3,2,4,12,283,0
0,0,0,0,0,0,1
3,3,5,6,12,280,0
2,2,4,0,12,58,0
1,1,35,35,12,66,1
