nd,nf,la,ld,ndev,nuc,contains_bug
2,2,14,3,22,65,0
4,4,113,34,22,142,1
10,16,208,82,22,487,1
3,3,103,10,22,38,0
3,8,45,129,22,106,1
5,5,1,0,22,69,0
1,2,58,50,22,34,1
2,2,35,17,22,6,0
3,3,5,6,22,32,0
4,6,35,14,22,264,1
3,3,22,4,22,231,0
2,3,6,7,22,8,0
1,3,9,1,22,11,0
2,3,141,137,22,15,0
2,2,28,24,22,2,0
6,10,822,9,22,341,1
2,3,165,161,22,9,0
2,2,63,117,22,126,0
4,8,212,86,22,291,0
5,5,87,51,22,281,1
5,5,6,16,22,250,0
1,1,116,50,22,2,0
1,1,1,1,22,5,0
13,15,140,26,22,526,0
3,7,321,46,22,79,1
1,1,1,1,22,50,0
5,10,389,43,22,425,0
6,8,447,13,22,324,1
1,1,281,263,22,119,1
1,1,39,9,22,12,1
1,1,3,3,22,79,0
1,1,3,0,22,23,0
1,2,2,6,22,220,0
1,1,2,2,22,67,0
1,1,1,1,22,12,0
26,31,154,63,22,445,0
2,2,10,0,22,45,0
1,1,7,1,22,28,0
1,1,19,19,22,68,0
1,1,5,4,22,115,0
1,1,3,2,22,2,1
1,1,5,7,22,44,0
3,4,25,20,22,199,0
3,4,52,19,22,100,1
5,5,32,56,22,384,1
5,5,30,24,22,281,1
2,2,2,3,22,28,0
1,1,1,1,22,5,0
1,2,9,10,22,23,1
1,1,11,2,22,7,0
1,1,9,8,22,16,0
2,4,12,0,22,26,0
1,1,10,1,22,27,0
2,2,95,5,22,14,1
4,8,38,112,22,241,0
1,1,2,2,22,66,0
1,1,5,0,22,9,0
1,1,0,2,22,20,0
1,1,14,11,22,19,0
1,1,2,1,22,11,0
1,1,5,5,22,25,0
2,2,8,0,22,268,0
1,1,7,0,22,8,0
2,3,89,89,22,16,1
4,4,79,25,22,191,1
1,2,10,0,18,2,0
1,1,8,6,22,66,1
24,65,1332,313,22,396,0
1,1,2,2,22,216,0
2,2,9,6,22,95,0
1,1,1,1,22,78,0
1,1,2,1,22,11,0
3,6,42,20,22,121,1
3,3,13,4,22,95,1
1,1,20,5,22,9,0
1,1,47,18,22,8,1
1,1,8,7,22,65,0
1,1,0,23,8,6,0
1,1,8,4,22,15,1
1,1,2,2,22,64,0
1,1,10,10,22,63,0
1,2,5,4,22,24,1
1,2,0,35,22,2,0
3,10,128,129,22,25,0
2,2,324,0,22,62,0
1,1,99,0,1,0,1
3,5,12,8,22,187,0
1,1,195,0,1,0,0
3,4,40,35,22,49,1
2,4,83,82,22,112,1
3,4,44,16,22,320,1
1,1,15,9,22,75,1
1,1,35,27,22,74,0
1,1,13,0,22,2,0
4,4,9,9,22,77,0
1,1,1,1,22,6,0
1,1,10,0,22,4,0
1,2,86,43,22,13,1
2,2,16,2,22,75,0
1,1,3,3,22,27,0
1,1,6,2,22,60,1
32,38,948,213,22,507,0
2,2,5,0,22,217,0
2,2,9,23,22,215,0
1,3,147,226,22,60,1
3,4,15,3,22,78,1
1,1,11,0,22,26,0
3,4,155,35,22,12,1
1,1,2,3,22,4,0
1,1,6,5,22,3,0
2,2,38,27,22,5,1
1,1,1,1,22,4,0
1,1,1,1,22,1,0
3,3,139,0,22,23,1
3,3,4,4,22,252,0
1,1,1,1,22,58,0
1,1,0,1,22,18,0
1,1,0,3,22,19,0
9,12,952,10,22,259,1
1,1,3,1,22,9,1
2,3,37,15,22,167,1
1,1,0,3,22,8,0
1,1,0,28,22,7,0
1,1,15,12,22,10,0
2,2,79,13,22,217,0
2,4,17,25,22,142,1
4,5,12,11,22,148,1
5,8,50,92,22,303,1
1,3,21,14,22,10,1
1,1,9,5,22,6,1
3,7,155,68,22,299,1
5,10,112,62,22,362,1
1,1,3,0,22,18,0
1,1,5,2,22,20,0
2,2,26,1,22,64,1
2,2,7,4,22,211,0
2,2,16,1,22,209,1
1,1,11,2,22,2,1
9,13,208,154,22,567,1
1,1,19,0,22,28,1
3,3,17,1,22,286,0
2,3,75,4,22,102,1
3,3,14,2,22,323,0
1,1,27,75,22,111,0
3,3,128,54,22,319,0
1,1,45,2,22,11,1
3,4,71,18,22,14,0
1,1,1,1,22,11,0
5,6,38,11,22,274,0
2,3,14,13,22,24,0
2,2,21,2,22,4,1
6,9,206,51,22,359,1
1,1,4,1,22,16,0
1,1,1,1,22,8,0
2,8,44,51,22,77,1
3,6,203,166,22,59,1
3,3,50,33,22,46,0
1,1,14,18,22,16,0
1,1,1,1,21,5,0
11,48,5015,15056,22,235,1
3,4,13,21,22,60,0
1,1,1,1,22,15,0
4,4,84,34,22,327,1
1,1,77,78,22,107,1
6,12,76,23,22,192,0
3,3,3,49,22,231,0
6,6,60,40,22,158,1
3,3,18,9,22,128,1
2,2,2,2,22,50,1
1,1,4,4,22,58,1
1,1,2,1,22,57,1
3,3,33,30,22,66,1
2,2,16,3,22,59,1
4,7,155,84,22,88,1
13,87,2515,2541,22,1387,1
3,3,33,45,22,69,1
4,4,21,3,22,126,1
4,6,81,42,22,216,1
4,13,921,889,22,265,1
2,2,190,18,22,63,1
1,1,1,6,22,14,0
8,14,310,184,22,496,1
1,1,2,2,22,14,0
4,6,134,138,22,32,1
2,2,1,3,22,28,0
14,19,491,501,22,970,1
35,43,733,162,22,512,0
1,1,0,1,22,52,0
1,1,0,1,22,36,0
1,2,2,2,22,12,0
8,23,1168,943,22,512,1
1,1,1,1,22,3,0
4,7,49,38,22,169,0
9,31,696,703,22,1033,1
4,6,12,10,22,183,1
1,1,103,0,1,0,1
6,7,301,214,22,418,1
5,10,381,219,22,105,1
3,3,34,30,22,157,1
3,3,486,15,22,53,1
3,3,66,0,22,242,1
2,2,7,4,22,249,0
1,1,1,1,22,37,0
1,1,4,0,22,102,0
3,5,9,6,22,111,0
2,2,4,10,22,46,1
1,1,7,1,22,39,0
1,1,1,2,22,68,0
3,3,7,0,22,259,1
1,1,3,8,22,9,0
2,2,15,7,22,246,0
2,2,11,0,22,36,0
4,4,166,26,22,257,1
3,3,7,0,22,64,0
1,1,3,0,22,31,0
2,2,31,1,22,74,1
2,2,361,2,22,49,1
1,2,22,25,22,24,1
2,2,20,12,22,23,0
1,2,4,2,22,20,1
1,1,60,0,1,0,0
1,1,0,17,22,2,0
5,6,113,64,22,240,1
2,5,72,39,22,200,1
3,4,17,7,22,22,0
6,9,278,307,22,248,1
1,2,138,119,22,80,0
3,3,81,38,22,51,1
9,30,1024,956,22,808,1
1,1,7,0,22,11,0
9,29,804,830,22,460,1
5,5,272,80,22,152,1
1,1,1,4,22,1,0
4,4,38,16,22,246,0
1,1,54,0,22,23,1
2,3,32,2,22,173,0
1,1,41,9,22,10,1
2,2,4,24,22,79,0
1,1,1,1,22,26,0
1,1,4,0,22,25,0
1,1,9,0,22,32,0
3,3,12,1,22,147,1
3,4,61,30,22,155,1
1,1,2,2,22,48,0
2,3,72,75,22,6,1
2,2,10,0,22,38,0
1,1,6,4,22,77,0
5,8,249,224,22,296,0
1,1,1,1,22,16,0
2,2,2,2,22,64,0
1,1,1,1,22,14,0
2,2,2,2,22,36,0
3,3,62,10,22,248,0
1,1,4,0,22,47,0
4,4,54,9,22,371,1
1,1,2,2,22,46,0
34,51,1115,775,22,495,0
2,2,25,0,22,34,0
1,1,1,17,22,19,0
1,2,2,2,22,35,0
3,5,59,24,22,165,1
1,1,1,1,22,9,1
2,2,1,2,22,42,1
2,2,2,1,22,40,1
1,1,7,0,22,23,0
4,4,11,3,22,90,1
1,1,17,3,22,47,1
4,5,84,32,22,209,1
1,1,6,0,22,45,0
1,1,0,1,22,45,0
1,1,2,1,22,14,0
1,1,36,31,22,184,0
2,4,30,25,22,80,1
1,1,1,1,22,20,0
2,4,0,520,22,31,0
2,4,5,7,22,131,0
3,6,19,17,22,122,1
3,4,90,15,22,36,1
1,1,1,1,22,7,0
3,8,26,32,22,217,1
4,4,57,38,22,132,0
1,2,65,83,22,4,0
1,1,646,646,22,183,0
1,1,1,1,22,24,0
3,6,77,33,22,283,0
1,1,40,40,22,39,0
3,3,172,81,22,205,0
1,1,23,38,22,2,0
1,3,25,7,22,11,1
5,11,202,157,22,260,1
1,1,1,1,22,9,0
2,3,20,5,22,7,0
1,2,12,2,22,11,0
2,3,27,3,22,50,0
2,3,113,129,22,7,1
2,6,12,13,22,39,0
1,1,0,20,22,1,0
3,3,34,15,22,231,1
5,5,47,15,22,250,1
7,8,499,2,22,15,0
1,1,1,1,22,2,0
1,1,7,11,22,17,0
1,1,15,16,22,16,0
1,1,12,2,22,15,0
1,1,56,5,22,14,0
4,4,42,7,22,81,0
4,4,7,4,22,103,0
2,2,5,1,22,18,0
1,1,3,3,22,49,0
2,2,0,46,22,7,0
1,1,25,0,22,5,1
1,1,8,8,22,22,1
4,5,70,86,22,207,1
2,3,46,17,22,111,1
1,1,1,2,18,2,0
1,1,2,2,22,177,0
2,2,67,24,22,15,1
1,3,24,27,22,112,1
35,47,1229,378,22,442,0
2,2,24,13,22,197,1
5,10,190,151,22,7,1
1,1,86,0,1,0,0
6,8,113,39,22,415,1
1,2,6,0,22,3,0
2,3,125,125,22,13,0
1,1,0,5,22,1,0
7,22,1233,792,22,375,1
1,1,2,2,22,173,0
3,4,13,12,22,193,0
1,1,1,1,22,171,0
1,1,15,15,22,170,0
1,2,67,37,22,52,1
5,5,21,13,22,246,0
1,1,2,2,22,38,0
3,3,12,1,22,36,0
1,1,2,2,22,17,0
2,2,45,42,22,8,1
3,6,112,94,22,202,1
2,2,7,59,22,133,0
4,5,67,21,22,161,1
1,1,1,1,22,92,0
10,13,92,33,22,642,0
1,2,1,3,19,8,0
1,1,1,6,22,3,0
6,9,119,90,22,439,1
1,2,15,8,22,4,0
3,3,18,4,22,91,0
2,4,37,28,22,11,1
2,7,630,554,22,60,1
4,4,8,40,22,111,1
1,1,1,1,22,61,0
1,1,2,1,22,60,1
8,8,50,16,22,429,1
1,1,1,1,19,5,0
1,1,4,4,22,27,0
1,1,1,1,22,2,0
1,1,3,0,22,18,0
1,1,189,189,22,20,0
1,1,1,1,22,23,0
1,1,1,1,22,10,0
1,1,3,1,22,40,0
2,6,47,53,22,14,0
1,1,2,2,22,17,0
1,1,2,2,22,37,0
7,7,20,8,22,397,0
8,8,25,24,22,414,0
3,3,34,9,22,280,1
3,5,9,18,22,13,0
1,2,4042,0,1,0,0
11,26,524,191,22,746,1
1,2,16,9,22,46,1
1,1,1,0,22,20,1
1,1,1,1,22,16,0
19,19,100,13,22,213,0
1,1,2,2,22,36,0
1,1,5,5,22,16,0
1,1,1,0,22,20,1
2,2,6,0,22,172,0
2,3,6,31,22,73,0
1,1,1,1,22,14,0
1,1,1,1,22,29,0
1,1,2,2,22,35,0
1,1,54,53,22,28,1
1,1,2,2,22,34,0
1,1,2,1,22,37,0
2,2,15,8,22,34,1
1,1,5,3,22,18,0
2,2,7,2,22,36,0
3,6,12,9,22,147,1
1,7,11,79,22,23,0
1,1,2,2,22,32,0
6,6,22,42,22,152,0
1,1,0,71,22,13,0
2,2,13,16,22,26,0
10,38,39,3,22,740,1
1,1,1,0,22,9,0
1,2,21,0,22,95,0
4,4,9,2,22,52,0
1,1,39,38,22,6,0
1,1,4,2,22,42,0
4,4,104,40,22,297,1
1,1,1,1,22,158,0
3,4,8,13,22,148,0
1,1,3,0,22,24,0
2,2,6,1,22,248,0
2,2,11,5,22,52,0
1,1,10,0,22,41,0
1,1,1,3,22,90,0
1,1,24,14,22,23,0
1,1,0,5,22,89,0
2,2,4,9,22,99,0
1,1,3,1,22,6,0
2,2,14,6,22,43,1
2,2,3,3,22,226,0
2,2,7,9,22,5,0
1,6,41,35,22,112,1
4,4,115,91,22,316,1
4,7,30,19,22,283,1
4,5,67,49,22,338,1
2,4,7,5,22,146,0
13,15,135,76,22,149,0
23,32,1203,338,22,291,0
1,1,0,2,22,140,0
1,1,1,1,21,4,0
2,2,5,3,22,58,0
3,3,7,7,22,294,0
4,4,108,35,22,308,1
1,1,8,1,22,13,1
2,3,106,117,22,31,1
3,3,21,8,22,105,0
1,1,8,1,22,12,0
1,1,29,0,1,0,0
1,1,117,0,1,0,1
6,7,112,26,22,414,0
1,1,15,2,22,68,1
1,1,1,0,22,139,0
1,1,1,1,22,67,0
1,1,3,1,22,66,0
1,1,5,5,22,65,0
1,1,29,10,22,64,0
1,1,22,20,22,63,0
1,1,11,11,22,62,0
1,1,3,0,22,61,0
1,1,17,7,22,60,0
5,10,154,0,22,48,1
1,1,11,3,22,5,0
2,3,39,23,22,162,0
2,2,75,53,22,160,0
4,6,111,69,22,70,1
1,1,2,14,22,34,0
3,3,23,88,22,34,0
6,9,302,15,22,455,1
4,4,10,8,22,120,1
4,4,143,17,22,275,1
2,2,6,6,22,74,0
1,1,2,1,22,57,0
1,2,47,22,22,14,1
2,2,44,5,22,13,0
1,1,1,1,22,56,1
2,3,5,6,22,55,0
2,2,7,4,22,91,0
1,1,7,11,22,15,0
2,4,11,6,22,74,1
2,2,26,2,22,66,1
2,2,37,8,22,68,1
15,15,47,40,22,462,1
9,12,446,204,22,371,1
4,4,96,75,22,189,0
4,4,21,11,22,255,1
4,4,21,0,22,251,1
1,1,12,6,22,40,1
3,4,34,37,22,181,0
1,1,16,29,22,8,1
1,1,4,4,22,23,0
1,1,1,1,22,24,0
2,2,21,8,22,38,0
3,3,9,4,22,28,1
1,1,1,1,19,3,0
3,3,54,25,22,105,1
1,1,4,0,22,7,1
2,2,20,1,22,56,1
1,1,1,1,22,51,0
1,1,15,7,22,39,0
2,3,20,4,22,26,1
3,3,33,16,22,191,1
3,5,121,0,22,22,1
1,1,1,1,19,2,0
1,1,1,1,22,50,0
2,2,4,2,22,190,0
11,12,19,19,22,313,0
1,1,6,1,22,2,0
3,3,35,3,22,26,0
3,3,66,26,22,33,0
1,1,73,50,22,5,1
4,4,9,12,22,313,1
1,1,1,1,22,20,0
4,4,17,1,22,309,0
3,3,7,3,22,31,0
8,8,13,122,22,339,0
2,2,41,11,22,34,1
3,4,29,16,22,82,1
1,1,1,1,22,36,0
1,1,5,3,22,35,0
1,2,12,0,22,30,1
3,7,261,168,22,52,1
15,18,62,45,22,609,1
1,1,2,2,22,18,0
4,4,136,20,22,173,0
1,1,12,12,22,13,0
1,1,3,3,22,4,0
1,1,1,1,22,3,0
1,4,23,20,22,5,1
6,7,72,29,22,277,1
4,7,115,71,22,256,1
1,2,16,31,22,55,1
1,2,4,18,22,46,0
1,1,21,9,22,31,0
1,1,1,1,22,18,0
2,2,27,13,22,40,1
1,2,5,1,22,27,1
2,2,5,3,22,47,0
1,1,2,10,22,29,1
2,2,7,2,22,45,1
3,4,10,10,22,89,0
1,1,1,1,22,14,0
2,2,27,3,22,65,0
3,3,24,10,22,142,1
1,1,4,1,22,26,1
1,1,1,1,22,13,0
3,4,188,20,22,151,1
1,1,20,12,22,32,1
1,1,27,15,22,31,0
1,1,11,18,22,40,1
1,2,9,1,22,42,1
1,1,4,6,22,38,0
1,1,5,4,22,37,1
1,3,84,44,22,67,1
1,1,7,4,22,20,0
2,2,4,4,22,25,0
36,75,1509,2811,22,347,0
1,1,1,0,22,133,0
1,1,0,55,19,2,0
1,1,4,0,22,32,1
1,1,2,0,22,138,0
2,3,5,6,22,160,0
1,2,104,89,18,8,0
1,1,101,87,18,15,0
7,8,32,32,22,219,0
11,41,64,66,22,681,0
2,2,2,2,22,136,0
5,6,28,17,22,100,0
6,10,102,78,22,272,1
3,3,15,7,22,132,0
2,7,232,191,22,11,1
4,4,75,19,22,170,0
3,3,7,6,22,30,1
6,7,308,227,22,182,1
7,10,56,35,22,284,1
2,2,7,3,22,79,0
1,1,1,1,22,12,0
5,19,323,0,22,178,0
1,1,0,1,22,41,0
33,43,1131,1143,22,265,0
14,38,19,93,22,308,1
1,1,4,3,22,19,0
2,2,24,12,22,142,0
1,1,2,29,22,69,1
5,7,98,25,22,107,1
4,4,24,30,22,65,1
1,1,4,0,22,136,0
1,1,1,1,22,1,0
2,6,0,1375,22,44,0
5,15,570,872,22,109,1
2,2,1,3,22,134,0
6,7,59,56,22,205,1
1,1,0,102,19,7,0
4,4,3,3,22,144,1
3,3,20,3,22,33,0
3,6,75,35,22,66,1
1,3,3,3,22,29,0
1,1,1,1,22,47,0
8,18,458,231,22,229,1
2,3,10,16,22,57,1
1,1,2,0,21,9,0
4,4,89,31,22,104,1
5,14,2228,2170,22,49,1
1,1,20,3,22,18,0
1,1,10,0,22,11,0
1,1,0,1,22,3,0
1,1,0,5,22,67,0
1,1,1,1,22,119,0
1,2,58,12,22,80,0
1,1,5,2,22,26,1
1,1,27,3,22,66,0
1,1,17,30,22,65,0
3,3,26,23,22,43,1
2,2,7,7,22,137,0
1,1,0,6,22,72,0
2,3,9,9,22,86,0
1,1,42,15,22,34,0
1,1,28,29,22,36,1
1,1,5,0,22,64,0
1,1,2,2,22,20,1
4,7,90,51,22,208,0
3,3,7,6,22,134,1
1,1,5,9,22,115,0
2,4,20,15,22,144,1
3,4,21,37,22,32,0
4,9,52,23,22,159,1
2,3,21,25,22,113,1
1,2,22,21,22,88,0
7,15,136,126,22,245,1
3,5,31,47,22,133,0
1,4,104,80,22,15,0
10,17,163,36,22,133,0
4,4,99,19,22,220,1
3,3,128,16,22,95,1
1,1,2,2,22,11,1
1,1,20,17,22,42,1
1,1,25,25,22,43,0
2,7,98,397,22,48,1
1,1,7,2,22,4,1
1,1,1,1,22,109,0
12,13,36,25,22,291,0
2,2,9,1,22,22,0
2,2,71,30,22,53,1
1,1,10,8,22,17,0
2,2,14,6,22,123,1
9,9,27,47,22,253,0
3,3,4,6,22,106,0
8,30,722,745,22,549,1
3,3,181,17,22,55,0
3,8,242,192,22,79,1
3,3,15,23,22,216,0
4,5,46,11,22,128,1
2,2,22,13,22,6,1
1,1,4,4,22,4,0
2,3,22,8,22,92,1
1,2,8,4,22,3,0
2,2,25,3,22,8,1
4,16,766,330,22,22,1
1,2,7,10,22,6,0
1,3,19,10,22,86,0
1,1,0,1,22,2,0
8,35,77,53,22,148,0
2,2,52,13,22,31,0
1,2,6,6,22,67,0
3,5,64,43,22,185,0
2,2,29,44,22,40,0
6,62,5,5,22,92,0
7,152,192,187,22,112,0
17,182,9822,9331,22,11,0
1,1,0,2,22,2,0
1,1,0,2,22,10,0
5,8,170,134,22,47,1
1,1,41,5,22,8,1
3,4,109,44,22,49,1
1,1,67,72,22,23,1
2,3,3,3,22,40,0
1,1,1,1,22,10,0
2,2,76,41,22,6,0
5,11,216,108,22,204,1
1,1,9,0,22,26,0
10,14,100,52,22,412,1
5,15,87,120,22,289,1
1,2,30,18,22,45,0
1,1,453,37,22,2,1
1,1,24,25,22,36,1
1,4,132,8,22,32,1
1,1,4,14,22,19,1
1,1,6,18,22,2,1
2,2,64,17,22,7,1
1,1,9,12,22,35,0
2,3,19,16,22,47,0
1,1,375,0,1,0,1
4,4,20,1,22,195,1
1,1,2,4,22,7,0
1,2,2,2,22,15,0
2,4,48,43,22,23,1
1,1,1,1,22,8,0
8,9,17,162,22,252,0
1,1,7,12,22,23,1
1,1,1,1,22,7,0
3,4,45,34,22,61,1
1,1,1,2,22,33,0
1,1,1,1,22,6,0
3,7,121,55,22,113,1
4,5,227,219,22,63,1
4,11,597,578,22,80,1
1,1,2,2,22,135,0
1,1,1,4,22,134,0
1,1,7,4,22,133,0
4,6,12,6,22,218,0
2,2,127,8,22,11,1
1,1,24,0,22,1,0
1,5,34,17,22,61,0
2,2,1,5,22,18,0
4,95,49,2,22,8,1
1,1,2,2,22,16,0
1,1,1,1,22,97,0
1,1,1,1,22,4,0
1,1,1,1,22,96,0
1,2,2,2,22,8,0
5,7,133,25,22,106,1
2,2,5,3,22,99,0
1,1,2,2,22,15,0
1,1,6,1,19,11,0
3,3,3,2,22,58,0
2,2,4,0,22,14,0
1,1,3,0,22,1,1
1,1,0,1,22,2,0
2,3,57,51,22,11,1
9,18,754,722,22,157,1
6,11,34,13,22,189,0
4,9,21,22,22,198,0
1,1,1,1,22,7,0
2,2,5,4,22,87,0
4,4,9,3,22,225,0
1,1,4,2,22,132,0
1,1,1,0,22,28,0
1,2,37,20,22,22,1
1,1,105,0,22,4,1
1,1,117,11,22,4,1
1,1,2,2,22,92,0
2,2,222,7,22,19,0
1,1,1,1,22,20,0
1,1,1,1,22,90,0
3,3,15,14,22,123,0
5,5,34,0,22,122,0
2,2,12,6,22,106,1
1,1,51,28,22,17,1
2,3,83,7,22,84,1
1,1,47,11,22,15,1
2,2,18,10,22,38,0
1,1,41,1,22,16,1
1,1,67,1,22,15,1
3,3,66,44,22,158,0
2,3,77,3,22,56,1
1,2,3,3,22,40,0
1,1,6,0,22,24,0
1,1,3,1,22,13,0
1,1,1,1,22,27,0
1,1,69,16,22,13,1
1,1,2,2,22,34,0
1,1,39,3,22,12,1
2,4,64,27,22,86,0
1,1,94,3,22,11,1
1,1,8,12,22,10,1
1,1,1,1,22,9,1
5,9,83,86,22,146,1
2,2,21,33,22,23,1
4,4,7,11,22,158,1
3,3,12,0,22,149,0
1,1,85,2,22,5,1
2,2,36,36,22,7,1
1,1,1,1,21,27,0
1,1,35,0,22,3,1
1,2,34,4,22,35,1
2,3,67,18,22,78,0
1,1,22,5,22,28,1
3,3,19,3,22,144,0
1,1,191,27,22,2,1
1,1,14,7,22,2,1
2,2,43,23,22,2,1
1,1,1,1,22,12,0
1,1,1,1,22,11,0
2,2,4,4,22,11,1
4,5,152,100,22,41,1
1,1,25,20,22,2,1
1,1,1,1,22,9,0
1,1,5,6,22,1,0
0,0,0,0,0,0,1
9,21,367,235,22,115,1
1,1,8,8,22,31,0
1,1,7,1,19,19,0
1,1,0,30,22,8,0
5,10,472,228,22,130,1
1,1,1,1,21,6,0
1,1,1,1,21,5,0
2,9,151,7,21,36,1
2,2,19,1,21,13,0
2,2,19,2,21,10,1
1,1,133,0,21,2,1
1,1,133,0,21,4,0
1,2,64,3,22,36,0
7,17,82,112,22,275,1
5,7,1,754,22,200,0
2,3,181,87,21,13,1
2,2,10,1,21,5,0
2,2,18,13,21,6,1
1,1,10,0,22,29,0
1,1,10,0,22,28,0
2,2,27,6,22,34,1
2,2,11,5,21,6,0
2,2,11,5,21,2,0
15,38,902,346,22,278,1
1,1,3,3,22,80,0
3,3,18,7,22,86,0
3,3,30,7,20,43,0
20,25,1289,352,20,163,0
1,1,1,1,22,78,0
4,8,782,819,22,101,1
1,1,4,5,22,16,1
1,1,3,1,22,5,0
1,1,2,2,22,15,0
3,5,152,37,22,40,1
1,1,4,0,22,15,0
2,2,5,0,22,14,1
3,4,458,2,22,17,1
6,8,69,60,22,129,0
2,2,4,4,22,5,0
1,1,56,35,22,52,1
1,2,2,2,22,13,0
1,2,4,7,21,4,0
1,1,1,1,20,4,0
2,3,9,10,22,18,0
3,4,53,88,22,65,1
3,3,115,4,22,128,1
3,4,24,31,22,40,1
1,3,8158,0,1,0,0
5,14,330,236,22,98,0
1,1,50,5,21,3,1
2,2,62,37,21,29,1
1,1,1,1,20,3,0
1,1,1,0,21,25,0
2,2,6,2,22,138,0
5,12,216,152,22,153,1
4,5,201,0,21,39,1
4,5,180,387,21,10,0
1,1,1,0,21,6,1
1,1,0,0,18,1,0
2,2,0,4,21,12,0
3,8,96,52,21,78,1
1,1,1,1,19,18,0
1,2,2,7,22,4,0
2,2,0,2,21,46,0
1,1,1,1,19,19,1
8,23,48,60,22,54,0
4,7,118,61,21,190,1
7,17,102,37,22,50,0
2,2,6,9,19,19,1
8,9,51,19,20,15,0
3,3,9,13,21,17,0
2,4,548,1,21,2,1
2,4,548,1,21,8,1
2,3,12,21,22,10,0
3,3,52,6,22,16,0
4,5,125,83,21,127,1
1,1,2,2,9,7,0
1,1,1,1,21,3,0
1,1,2,1,9,6,0
1,1,1,1,20,2,0
1,3,3,3,20,8,0
1,1,1,1,21,22,0
3,3,20,3,21,72,1
5,9,140,154,21,274,1
1,1,1,1,21,2,0
1,1,1,1,21,9,0
4,4,0,0,20,4,0
5,5,147,5,21,35,1
2,5,202,104,21,44,1
4,8,622,4,21,89,0
6,6,20,14,19,5,0
1,1,6,10,18,1,0
1,1,8,0,18,2,0
4,5,85,41,21,36,0
4,7,306,58,20,11,0
1,1,5,1,19,6,0
1,1,2,2,21,70,0
1,1,1,1,21,11,0
2,3,25,2,21,22,1
1,1,6,2,21,14,0
1,1,13,24,21,13,0
2,2,34,35,21,21,0
2,2,77,65,21,19,1
4,4,20,17,21,55,0
2,2,4,0,21,8,0
2,2,0,4,21,8,0
1,1,6,0,19,9,0
1,1,1,1,21,6,0
1,1,0,2,20,6,0
2,2,6,2,21,42,0
1,1,3,0,21,10,0
1,1,83,0,1,1,0
1,1,83,0,1,0,0
2,3,92,7,21,3,1
2,2,4,0,21,5,0
1,1,107,63,20,3,1
5,8,405,36,20,39,0
6,15,291,496,21,239,1
2,8,475,465,20,56,1
1,1,0,54,20,22,0
1,1,14,14,20,11,0
1,1,64,60,21,60,1
1,1,3,1,20,3,0
1,1,64,0,20,1,0
3,3,12,2,20,36,0
1,1,1,1,19,3,0
1,1,1,1,21,68,0
1,1,1,6,21,9,0
4,9,404,8,20,51,1
1,1,1,1,21,1,0
5,10,184,103,21,82,1
1,4,31,19,20,45,0
2,5,70,43,20,64,1
1,1,12,0,20,15,0
6,8,37,224,21,252,1
2,3,5,2,20,54,1
2,3,48,34,20,8,0
2,2,7,14,20,26,0
1,2,7,5,20,34,0
1,1,1,1,19,10,0
1,1,1,1,21,18,0
1,1,88,80,20,20,1
2,2,1,96,20,10,0
2,7,95,108,20,58,1
2,4,4,4,20,4,0
1,2,2,2,20,8,0
1,1,13,0,20,18,1
13,38,4554,3726,20,40,1
1,3,3,124,19,37,0
1,2,0,18,20,6,0
1,1,1,1,20,28,0
3,3,8,4,20,113,0
0,0,0,0,0,0,1
5,5,40,22,20,170,1
4,4,63,49,20,164,1
4,7,198,53,20,225,1
1,1,1,0,20,4,0
1,1,19,2,20,3,0
1,1,90,26,20,7,1
1,1,26,13,20,6,0
1,1,89,39,20,5,1
4,4,126,105,20,157,1
2,2,22,36,20,74,1
1,1,1,0,20,51,0
2,2,87,75,20,97,1
12,34,1204,460,20,327,1
3,3,6,1,20,125,1
4,4,36,14,20,139,1
3,4,158,72,20,139,1
3,3,124,151,20,34,1
4,6,83,819,20,99,1
2,2,6,7,20,63,1
1,1,2,1,20,5,1
4,5,61,8,20,155,1
2,2,115,4,20,70,1
4,4,23,5,20,131,1
4,4,150,79,20,126,1
1,1,6,3,21,1,0
3,3,43,3,20,96,0
1,1,11,11,20,1,0
3,3,71,71,20,10,1
1,1,0,1,20,8,0
1,1,2,0,18,1,0
1,1,4,1,20,7,0
1,1,12,0,1,0,0
1,1,70,0,1,0,0
6,9,202,43,21,38,1
1,1,1,1,20,16,0
3,3,49,5,20,79,0
3,3,9,43,20,107,0
3,4,98,19,20,78,1
3,3,12,17,20,102,0
2,2,20,26,20,91,1
4,5,77,56,20,133,1
5,5,70,47,20,83,1
4,5,337,29,20,104,1
4,5,25,26,20,85,0
3,3,6,17,20,87,0
1,1,24,16,20,4,0
2,3,43,5,20,19,1
5,6,200,54,20,70,1
5,6,113,21,20,89,1
15,16,205,160,20,234,1
5,7,94,50,20,116,1
7,8,33,26,20,63,0
3,8,204,21,20,28,1
1,1,87,26,19,10,1
2,3,66,3,20,22,1
4,7,417,258,20,143,1
3,4,8,0,20,38,0
1,1,2,2,18,128,0
1,1,1,1,18,127,0
1,1,3,3,9,5,0
3,3,9,9,20,39,0
1,1,1,1,9,4,0
1,8,8,8,19,13,0
1,1,1,1,20,13,0
2,5,109,176,19,65,1
4,8,533,533,20,39,0
4,4,94,10,20,67,1
1,1,8,7,20,1,0
2,2,4,4,20,41,0
3,4,43,17,20,80,1
2,3,19,8,19,54,0
